row_number,Order ID,Product ID,Customer ID,Order Date,Ship Mode,DeliveryTime,Quantity,Sales,Profit,Payment Mode,rating
223,CA-2019-153269,FUR-CH-10002647,PS-18760,09-03-2019,First Class,50 mins,5,354.9,88.725,Online,
224,CA-2019-153269,OFF-PA-10001801,PS-18760,09-03-2019,First Class,40 mins,3,17.94,8.7906,Cards,4.1
225,CA-2019-153269,OFF-BI-10004632,PS-18760,09-03-2019,First Class,55 mins,4,51.8,23.31,Online,4.3
226,US-2019-112977,FUR-BO-10003272,CJ-12010,10-03-2019,Standard Class,60 mins,1,176.784,-22.098,Cards,
227,US-2019-122182,TEC-AC-10002800,BD-11770,10-03-2019,Standard Class,35 mins,1,39.992,7.4985,Online,5
228,CA-2019-159016,OFF-PA-10004405,KF-16285,10-03-2019,First Class,45 mins,5,14.9,7.152,COD,3
229,CA-2019-159016,TEC-PH-10002885,KF-16285,10-03-2019,First Class,50 mins,8,4158.912,363.9048,Cards,
230,CA-2019-169663,TEC-AC-10003038,RH-19510,10-03-2019,First Class,35 mins,3,26.85,5.1015,Online,5
231,CA-2019-169663,TEC-MA-10000984,RH-19510,10-03-2019,First Class,55 mins,3,3357.6,377.73,COD,
232,CA-2019-108959,OFF-ST-10001272,MH-17785,10-03-2019,Second Class,40 mins,1,104.696,6.5435,COD,3.6
233,CA-2019-118255,TEC-AC-10000171,ON-18715,11-03-2019,First Class,50 mins,2,45.98,19.7714,COD,
234,CA-2019-118255,OFF-BI-10003291,ON-18715,11-03-2019,First Class,60 mins,2,17.46,8.2062,Online,4.3
235,US-2019-128902,FUR-TA-10001095,MB-18085,11-03-2019,Standard Class,45 mins,2,244.006,-31.3722,Cards,3.5
236,CA-2019-146171,FUR-FU-10004270,JP-16135,11-03-2019,Standard Class,35 mins,4,76.92,31.5372,Online,4
237,CA-2019-146171,OFF-ST-10001526,JP-16135,11-03-2019,Standard Class,55 mins,4,481.32,125.1432,Online,4.4
238,CA-2019-122511,FUR-FU-10001037,BT-11485,11-03-2019,Same Day,30 mins,4,30.336,9.48,Cards,3.5
239,CA-2019-115504,OFF-PA-10003953,MC-18130,12-03-2019,Standard Class,40 mins,2,12.96,6.2208,Online,5
240,CA-2019-119683,OFF-EN-10001099,CK-12595,12-03-2019,Second Class,50 mins,3,29.34,13.4964,COD,
241,CA-2019-127138,OFF-ST-10002756,DK-13225,12-03-2019,Second Class,30 mins,5,676.55,6.7655,COD,
242,CA-2019-127138,OFF-AP-10003842,DK-13225,12-03-2019,Second Class,45 mins,5,154.9,40.274,Cards,2.8
243,CA-2019-127138,OFF-EN-10004459,DK-13225,12-03-2019,Second Class,25 mins,4,30.56,14.9744,Cards,5
244,CA-2019-127138,FUR-CH-10003746,DK-13225,12-03-2019,Second Class,40 mins,3,770.352,77.0352,Online,
245,US-2019-119270,OFF-PA-10004022,SW-20245,12-03-2019,Standard Class,35 mins,2,19.98,8.991,Online,4.2
246,CA-2019-158834,OFF-AP-10000326,TW-21025,13-03-2019,First Class,30 mins,5,157.92,17.766,Cards,
247,CA-2019-158834,TEC-PH-10001254,TW-21025,13-03-2019,First Class,50 mins,2,203.184,15.2388,Cards,4
248,CA-2019-159373,OFF-PA-10000659,LT-17110,13-03-2019,Standard Class,20 mins,5,70.08,24.528,COD,4.3
249,CA-2019-159373,OFF-BI-10004141,LT-17110,13-03-2019,Standard Class,45 mins,2,1.272,-2.1624,COD,
250,CA-2019-159373,FUR-TA-10004619,LT-17110,13-03-2019,Standard Class,60 mins,5,557.585,0,Online,4.1
251,US-2019-108637,FUR-FU-10004864,AB-10060,13-03-2019,Standard Class,35 mins,2,127.88,40.9216,Cards,
252,US-2019-108637,OFF-AP-10004540,AB-10060,13-03-2019,Standard Class,25 mins,2,160.32,44.8896,COD,5
253,US-2019-108637,OFF-BI-10004965,AB-10060,13-03-2019,Standard Class,20 mins,4,46,20.7,Online,
254,CA-2019-136301,FUR-FU-10004712,EH-13765,13-03-2019,Second Class,30 mins,2,28.28,7.3528,COD,4.1
255,CA-2019-136301,OFF-SU-10000151,EH-13765,13-03-2019,Second Class,25 mins,3,4912.59,196.5036,Cards,
256,US-2019-114013,FUR-CH-10004287,SC-20770,13-03-2019,Second Class,30 mins,2,386.68,-5.524,COD,4
257,US-2019-114013,TEC-AC-10000474,SC-20770,13-03-2019,Second Class,40 mins,5,379.96,47.495,Online,
258,US-2019-114013,TEC-PH-10001494,SC-20770,13-03-2019,Second Class,20 mins,3,539.91,-116.9805,Cards,3.2
259,US-2019-114013,OFF-PA-10004996,SC-20770,13-03-2019,Second Class,30 mins,5,41.24,13.9185,Cards,4.2
260,US-2019-114013,OFF-BI-10004318,SC-20770,13-03-2019,Second Class,50 mins,1,51.897,-41.5176,COD,4.7
261,US-2019-114013,OFF-ST-10002574,SC-20770,13-03-2019,Second Class,20 mins,5,552.56,-138.14,COD,
262,US-2019-114013,OFF-BI-10002353,SC-20770,13-03-2019,Second Class,40 mins,5,23.16,-15.44,Cards,4.5
263,US-2019-114013,OFF-ST-10003641,SC-20770,13-03-2019,Second Class,30 mins,2,126.08,-28.368,Cards,4.4
264,US-2019-114013,TEC-MA-10001148,SC-20770,13-03-2019,Second Class,25 mins,3,449.1,-643.71,Cards,2.5
265,CA-2019-119123,OFF-BI-10001036,DB-13360,13-03-2019,Standard Class,35 mins,7,51.184,19.194,Cards,4.1
266,US-2019-154361,FUR-FU-10004020,HZ-14950,14-03-2019,Standard Class,20 mins,5,21.88,6.2905,Cards,5
267,CA-2019-162082,FUR-BO-10004409,JS-15880,14-03-2019,First Class,30 mins,5,241.332,-14.196,COD,4.2
268,CA-2019-162082,OFF-PA-10001934,JS-15880,14-03-2019,First Class,40 mins,1,5.184,1.8792,COD,4.4
269,CA-2019-162082,OFF-AR-10001044,JS-15880,14-03-2019,First Class,45 mins,7,145.544,16.3737,Cards,
270,CA-2019-124793,FUR-CH-10002880,MM-18280,14-03-2019,First Class,30 mins,2,196.784,-22.1382,COD,
271,CA-2019-133802,OFF-BI-10003291,SP-20650,14-03-2019,Standard Class,25 mins,6,41.904,14.1426,COD,4
272,CA-2019-102134,FUR-FU-10003724,SP-20545,14-03-2019,Standard Class,20 mins,2,16.74,4.3524,COD,
273,US-2019-113509,TEC-AC-10004855,PL-18925,15-03-2019,Standard Class,40 mins,3,83.976,-13.6461,Online,4.4
274,CA-2019-138968,OFF-BI-10003529,FC-14335,15-03-2019,First Class,30 mins,2,4.544,1.6472,Online,
275,CA-2019-138968,FUR-CH-10000309,FC-14335,15-03-2019,First Class,25 mins,4,1352.032,84.502,Online,4.5
276,CA-2019-140571,OFF-PA-10001954,SJ-20125,15-03-2019,Standard Class,45 mins,14,319.76,147.0896,Online,5
277,CA-2019-140571,OFF-PA-10001954,SJ-20125,15-03-2019,Standard Class,30 mins,2,45.68,21.0128,Online,
278,CA-2019-149272,FUR-CH-10000863,MY-18295,15-03-2019,Standard Class,25 mins,5,528.43,-143.431,Cards,4.1
279,CA-2019-149272,OFF-BI-10004233,MY-18295,15-03-2019,Standard Class,35 mins,7,22.386,-35.8176,Cards,
280,CA-2019-128111,OFF-AR-10000588,CS-12355,17-03-2019,Standard Class,50 mins,2,39.68,10.3168,Online,3.9
281,CA-2019-115476,TEC-PH-10000673,VM-21835,17-03-2019,Same Day,20 mins,2,129.98,62.3904,COD,3
282,CA-2019-115476,OFF-BI-10000962,VM-21835,17-03-2019,Same Day,30 mins,2,32.54,15.9446,Online,
283,CA-2019-131737,OFF-EN-10003055,GZ-14470,17-03-2019,Same Day,40 mins,5,199.9,89.955,COD,
284,CA-2019-131737,OFF-AP-10002945,GZ-14470,17-03-2019,Same Day,25 mins,3,901.95,297.6435,Online,3.5
285,CA-2019-131737,FUR-FU-10004306,GZ-14470,17-03-2019,Same Day,35 mins,5,971.5,252.59,COD,
286,CA-2019-134544,TEC-PH-10003800,AC-10660,17-03-2019,Second Class,20 mins,2,84.784,-20.1362,COD,4.3
287,US-2019-120929,FUR-TA-10001857,RO-19780,18-03-2019,Second Class,45 mins,3,189.882,-94.941,COD,4.3
288,CA-2019-113292,OFF-AP-10003590,DB-13060,18-03-2019,Second Class,30 mins,3,871.8,87.18,Online,4.5
289,CA-2019-106383,FUR-BO-10002202,BT-11440,19-03-2019,Second Class,20 mins,1,72.294,-98.8018,Cards,5
290,CA-2019-136371,FUR-FU-10000409,SV-20935,19-03-2019,Second Class,25 mins,1,14.98,6.8908,Online,4.5
291,CA-2019-136371,FUR-FU-10000221,SV-20935,19-03-2019,Second Class,35 mins,4,20.32,6.9088,Online,
292,CA-2019-118178,OFF-BI-10001153,CC-12610,19-03-2019,Standard Class,45 mins,3,31.086,-20.724,COD,
293,US-2019-156986,TEC-PH-10003800,ZC-21910,20-03-2019,Standard Class,30 mins,2,84.784,-20.1362,Online,3.3
294,US-2019-156986,OFF-PA-10002005,ZC-21910,20-03-2019,Standard Class,40 mins,4,20.736,7.2576,Cards,
295,US-2019-156986,OFF-BI-10002498,ZC-21910,20-03-2019,Standard Class,55 mins,3,16.821,-12.8961,Online,4.3
296,US-2019-156986,OFF-PA-10004101,ZC-21910,20-03-2019,Standard Class,25 mins,2,10.368,3.6288,Cards,3.7
297,CA-2019-150889,TEC-PH-10000004,PB-19105,20-03-2019,Second Class,50 mins,1,11.992,0.8994,COD,3.9
298,CA-2019-127670,FUR-TA-10001095,RD-19660,20-03-2019,Standard Class,60 mins,4,697.16,146.4036,Online,
299,CA-2019-162747,FUR-FU-10003691,AH-10030,20-03-2019,Second Class,35 mins,7,86.45,38.038,COD,1
300,US-2019-133879,OFF-BI-10004465,KT-16465,21-03-2019,Standard Class,45 mins,2,3.168,-4.752,Cards,1
301,US-2019-133879,FUR-CH-10000665,KT-16465,21-03-2019,Standard Class,50 mins,5,528.43,0,Cards,4.1
302,US-2019-133879,OFF-AR-10004956,KT-16465,21-03-2019,Standard Class,40 mins,3,13.392,1.5066,COD,3.9
303,CA-2019-163153,FUR-TA-10004767,DM-12955,21-03-2019,Standard Class,30 mins,2,99.372,-1.4196,COD,4.3
304,CA-2019-163153,OFF-AR-10001868,DM-12955,21-03-2019,Standard Class,60 mins,1,1.344,0.504,COD,5
305,CA-2019-107615,TEC-AC-10001013,RB-19645,22-03-2019,First Class,45 mins,2,58.58,19.3314,COD,3
306,CA-2019-118899,FUR-CH-10004754,MC-17275,22-03-2019,Same Day,55 mins,7,167.888,14.6902,Online,4.2
307,US-2019-164189,TEC-PH-10003691,DR-12880,24-03-2019,Standard Class,30 mins,4,403.168,25.198,COD,2.5
308,CA-2019-113803,OFF-PA-10001994,VG-21805,24-03-2019,First Class,40 mins,1,22.48,10.3408,Cards,
309,CA-2019-130911,FUR-BO-10004357,DC-12850,24-03-2019,Second Class,50 mins,3,301.47,-241.176,COD,4.4
310,CA-2019-130911,OFF-AR-10000475,DC-12850,24-03-2019,Second Class,35 mins,2,18.656,1.6324,Cards,4.3
311,CA-2019-134887,TEC-AC-10003832,TB-21280,25-03-2019,Same Day,30 mins,5,1287.45,244.6155,Cards,
312,CA-2019-120082,OFF-AR-10001955,DK-12835,25-03-2019,Second Class,60 mins,3,59.52,17.856,Online,2.6
313,CA-2019-123666,OFF-ST-10001522,SP-20545,26-03-2019,Standard Class,40 mins,5,459.95,18.398,COD,4.3
314,US-2019-162677,OFF-ST-10001291,DB-13210,26-03-2019,First Class,45 mins,5,67.64,5.9185,COD,
315,US-2019-162677,TEC-AC-10001314,DB-13210,26-03-2019,First Class,50 mins,3,119.976,-17.9964,COD,
316,CA-2019-161361,OFF-PA-10001838,MV-17485,26-03-2019,Second Class,35 mins,3,17.64,8.6436,Online,
317,CA-2019-161361,OFF-BI-10002215,MV-17485,26-03-2019,Second Class,55 mins,3,17.04,5.538,COD,3.6
318,CA-2019-119074,FUR-FU-10004053,DS-13180,27-03-2019,Standard Class,45 mins,1,20.24,8.7032,Online,
319,CA-2019-119074,FUR-FU-10003731,DS-13180,27-03-2019,Standard Class,50 mins,4,39.92,11.1776,COD,4.2
320,CA-2019-119074,OFF-BI-10000962,DS-13180,27-03-2019,Standard Class,60 mins,2,32.54,15.9446,COD,4.1
321,CA-2019-162901,OFF-ST-10000649,AS-10045,28-03-2019,First Class,30 mins,2,31.4,7.85,COD,4.3
322,CA-2019-131380,OFF-ST-10002485,CC-12220,28-03-2019,Second Class,40 mins,4,87.92,0.8792,COD,
323,CA-2019-131380,OFF-PA-10001243,CC-12220,28-03-2019,Second Class,50 mins,1,5.98,2.9302,COD,2.8
324,CA-2019-152555,OFF-PA-10001295,ME-17320,29-03-2019,Second Class,35 mins,3,45.528,15.9348,COD,
325,CA-2019-152555,FUR-CH-10002965,ME-17320,29-03-2019,Second Class,45 mins,6,844.116,-36.1764,Online,
326,CA-2019-152555,TEC-PH-10001254,ME-17320,29-03-2019,Second Class,55 mins,8,812.736,60.9552,COD,3.8
327,CA-2019-167556,OFF-PA-10000466,JM-15250,29-03-2019,Standard Class,50 mins,2,13.48,6.74,COD,
328,CA-2019-167556,OFF-BI-10003708,JM-15250,29-03-2019,Standard Class,30 mins,5,29.8,9.3125,COD,
329,CA-2019-167556,FUR-FU-10004848,JM-15250,29-03-2019,Standard Class,60 mins,8,414,124.2,COD,
330,CA-2019-167556,OFF-BI-10000320,JM-15250,29-03-2019,Standard Class,45 mins,7,41.328,14.9814,COD,4.5
331,CA-2019-127236,FUR-BO-10004015,TB-21595,29-03-2019,Standard Class,40 mins,5,299.975,-167.986,Online,
332,CA-2019-127236,TEC-PH-10000141,TB-21595,29-03-2019,Standard Class,50 mins,4,158.376,-36.9544,COD,
333,CA-2019-128258,OFF-PA-10004156,CP-12085,30-03-2019,First Class,35 mins,1,11.34,5.5566,COD,3.5
334,US-2019-151827,TEC-PH-10002789,CS-11950,31-03-2019,Second Class,45 mins,3,280.782,-60.8361,Online,
335,US-2019-151827,TEC-AC-10003289,CS-11950,31-03-2019,Second Class,50 mins,2,31.984,1.1994,COD,4
336,CA-2019-124100,FUR-CH-10003817,EH-13990,31-03-2019,Standard Class,60 mins,6,327.996,54.666,COD,4.1
337,CA-2019-166674,OFF-AR-10000588,RB-19360,01-04-2019,Second Class,35 mins,3,59.52,15.4752,COD,
338,CA-2019-166674,OFF-ST-10001469,RB-19360,01-04-2019,Second Class,40 mins,3,161.94,9.7164,COD,2.5
339,CA-2019-166674,OFF-AR-10001953,RB-19360,01-04-2019,Second Class,55 mins,6,263.88,71.2476,COD,
340,CA-2019-166674,OFF-AR-10003156,RB-19360,01-04-2019,Second Class,50 mins,3,30.48,7.9248,COD,4.2
341,CA-2019-166674,OFF-AR-10004974,RB-19360,01-04-2019,Second Class,45 mins,3,9.84,2.8536,COD,4.5
342,CA-2019-166674,TEC-PH-10002365,RB-19360,01-04-2019,Second Class,30 mins,4,35.12,9.1312,Online,4.1
343,CA-2019-103947,OFF-FA-10003112,BB-10990,01-04-2019,Standard Class,50 mins,5,31.56,9.8625,Online,2.4
344,CA-2019-103947,OFF-AP-10002350,BB-10990,01-04-2019,Standard Class,40 mins,2,30.144,3.0144,Online,
345,CA-2019-149902,OFF-AR-10002956,DW-13540,01-04-2019,Standard Class,55 mins,4,88.04,22.8904,Online,4.2
346,CA-2019-161473,OFF-LA-10001297,TB-21175,01-04-2019,Standard Class,60 mins,2,20.7,9.936,COD,4.3
347,CA-2019-161473,OFF-SU-10001574,TB-21175,01-04-2019,Standard Class,35 mins,3,10.95,3.285,COD,3.5
348,CA-2019-161473,OFF-BI-10003305,TB-21175,01-04-2019,Standard Class,45 mins,3,14.352,4.6644,COD,
349,CA-2019-111213,FUR-CH-10000454,FP-14320,01-04-2019,Standard Class,50 mins,6,1317.492,292.776,COD,5
350,CA-2019-111213,OFF-SU-10000946,FP-14320,01-04-2019,Standard Class,35 mins,8,63.84,18.5136,COD,3.4
351,CA-2019-111213,OFF-BI-10004140,FP-14320,01-04-2019,Standard Class,55 mins,1,3.592,1.1225,COD,
352,CA-2019-127985,FUR-FU-10003274,DB-12910,01-04-2019,Second Class,40 mins,4,7.04,3.0976,COD,4.2
353,US-2019-160206,TEC-PH-10000148,MY-18295,01-04-2019,Standard Class,50 mins,1,12.99,0.2598,Online,
354,CA-2019-123540,FUR-CH-10000847,DJ-13420,02-04-2019,Second Class,60 mins,5,1454.9,378.274,COD,4
355,CA-2019-120796,OFF-BI-10004330,CS-11950,03-04-2019,Standard Class,45 mins,9,99.846,-83.205,COD,4.3
356,CA-2019-167682,FUR-FU-10003799,ZD-21925,03-04-2019,Standard Class,35 mins,4,71.12,22.0472,Online,4.3
357,CA-2019-167682,TEC-PH-10000673,ZD-21925,03-04-2019,Standard Class,55 mins,4,259.96,124.7808,COD,4.2
358,CA-2019-162222,OFF-PA-10003893,SR-20740,03-04-2019,Same Day,30 mins,3,10.272,3.21,COD,4
359,CA-2019-159142,TEC-PH-10001448,ME-17320,04-04-2019,First Class,40 mins,3,149.97,5.9988,COD,4.1
360,CA-2019-159142,OFF-PA-10001776,ME-17320,04-04-2019,First Class,50 mins,3,27.81,13.0707,Online,5
361,CA-2019-167115,OFF-BI-10004600,EH-14185,04-04-2019,Standard Class,30 mins,2,588.784,183.995,COD,5
362,CA-2019-123050,FUR-FU-10000723,BC-11125,04-04-2019,Second Class,45 mins,2,82.64,7.4376,Online,
363,CA-2019-123050,OFF-ST-10003455,BC-11125,04-04-2019,Second Class,25 mins,2,31.02,8.0652,COD,4.1
364,CA-2019-123050,TEC-AC-10001109,BC-11125,04-04-2019,Second Class,40 mins,3,89.97,37.7874,COD,4.1
365,CA-2019-159695,OFF-ST-10003442,GM-14455,05-04-2019,Second Class,35 mins,7,158.368,13.8572,COD,
366,CA-2019-161907,TEC-PH-10000141,JH-16180,05-04-2019,Standard Class,30 mins,3,118.782,-27.7158,COD,
367,CA-2019-161907,OFF-SU-10000646,JH-16180,05-04-2019,Standard Class,50 mins,4,769.184,-163.4516,Online,2
368,US-2019-150140,TEC-PH-10002555,VM-21685,06-04-2019,Standard Class,20 mins,5,1294.75,336.635,COD,3.8
369,CA-2019-110499,TEC-CO-10002095,YC-21895,07-04-2019,First Class,45 mins,3,1199.976,374.9925,Online,4.3
370,CA-2019-120530,FUR-CH-10000454,Dl-13600,07-04-2019,Standard Class,60 mins,3,658.746,146.388,Online,
371,CA-2019-132899,OFF-AR-10002833,SF-20200,07-04-2019,Standard Class,35 mins,2,3.64,0.9828,Online,5
372,CA-2019-154998,OFF-PA-10004243,ES-14080,07-04-2019,First Class,25 mins,2,37.94,18.2112,COD,4.2
373,CA-2019-114405,OFF-AP-10003278,AS-10240,07-04-2019,Standard Class,20 mins,3,33.528,2.5146,COD,4.3
374,CA-2019-114405,OFF-ST-10001627,AS-10240,07-04-2019,Standard Class,30 mins,3,36.744,3.6744,COD,
375,CA-2019-138520,FUR-BO-10002268,JL-15505,08-04-2019,Standard Class,25 mins,6,388.704,-4.8588,COD,4
376,CA-2019-138520,OFF-EN-10001137,JL-15505,08-04-2019,Standard Class,30 mins,2,8.26,3.7996,Online,4
377,CA-2019-138520,OFF-AR-10002399,JL-15505,08-04-2019,Standard Class,40 mins,4,17.04,6.9864,Online,3.5
378,CA-2019-138520,OFF-PA-10002713,JL-15505,08-04-2019,Standard Class,20 mins,5,34.4,15.824,Online,4.1
379,CA-2019-130477,OFF-PA-10002947,LC-17140,08-04-2019,Standard Class,30 mins,3,20.04,9.6192,COD,
380,CA-2019-130477,OFF-ST-10002583,LC-17140,08-04-2019,Standard Class,50 mins,2,64.96,2.5984,COD,
381,CA-2019-130477,OFF-PA-10000019,LC-17140,08-04-2019,Standard Class,20 mins,2,12.96,6.2208,COD,
382,CA-2019-130946,TEC-AC-10001990,ZC-21910,08-04-2019,Standard Class,40 mins,9,431.928,64.7892,COD,
383,CA-2019-130946,FUR-CH-10004540,ZC-21910,08-04-2019,Standard Class,30 mins,4,95.984,-4.1136,COD,
384,CA-2019-130946,OFF-BI-10004995,ZC-21910,08-04-2019,Standard Class,25 mins,4,1088.792,-1850.9464,Online,4
385,CA-2019-104969,OFF-EN-10002312,EH-14125,08-04-2019,Standard Class,35 mins,1,8.872,3.2161,Online,4.4
386,CA-2019-104969,OFF-BI-10004224,EH-14125,08-04-2019,Standard Class,20 mins,6,121.104,-100.92,COD,4.3
387,CA-2019-124233,FUR-FU-10002597,CK-12595,08-04-2019,Standard Class,30 mins,5,24.7,10.374,Online,
388,CA-2019-150000,OFF-EN-10002973,PG-18820,08-04-2019,Standard Class,40 mins,4,17.92,8.6016,COD,4.3
389,US-2019-106600,FUR-BO-10001608,RM-19375,08-04-2019,First Class,45 mins,5,354.9,88.725,COD,
390,CA-2019-134789,OFF-FA-10002280,CK-12325,08-04-2019,Standard Class,30 mins,6,30,14.4,COD,
391,CA-2019-134789,OFF-PA-10001934,CK-12325,08-04-2019,Standard Class,25 mins,4,25.92,12.7008,Online,
392,CA-2019-134789,FUR-FU-10003268,CK-12325,08-04-2019,Standard Class,20 mins,4,159.92,31.984,COD,
393,CA-2019-126809,OFF-BI-10003712,EB-13750,09-04-2019,Standard Class,40 mins,9,35.352,12.8151,COD,4.1
394,CA-2019-128517,TEC-PH-10002555,SW-20350,09-04-2019,Second Class,30 mins,2,517.9,134.654,Online,
395,CA-2019-128517,OFF-BI-10000831,SW-20350,09-04-2019,Second Class,25 mins,2,5.28,2.4288,COD,4.1
396,CA-2019-117681,FUR-BO-10001798,HF-14995,09-04-2019,Standard Class,45 mins,5,556.665,6.549,COD,3.4
397,US-2019-114622,OFF-BI-10004716,JR-16210,10-04-2019,First Class,30 mins,2,8.904,-6.5296,COD,4
398,CA-2019-124814,OFF-PA-10002787,FM-14215,10-04-2019,Standard Class,25 mins,2,12.96,6.2208,COD,4.9
399,CA-2019-124814,OFF-BI-10000174,FM-14215,10-04-2019,Standard Class,35 mins,5,23.2,8.12,COD,3.8
400,CA-2019-123358,OFF-AP-10004980,BT-11680,10-04-2019,Standard Class,50 mins,3,113.76,44.3664,COD,4.3
401,CA-2019-123358,OFF-ST-10001932,BT-11680,10-04-2019,Standard Class,20 mins,3,579.51,81.1314,COD,5
402,CA-2019-123358,OFF-ST-10000636,BT-11680,10-04-2019,Standard Class,30 mins,9,150.66,6.0264,COD,3.9
403,CA-2019-123358,OFF-BI-10000069,BT-11680,10-04-2019,Standard Class,40 mins,4,48.032,15.6104,Online,3.3
404,CA-2019-109652,OFF-AR-10000034,QJ-19255,10-04-2019,Standard Class,25 mins,4,13.568,3.2224,COD,4
405,CA-2019-112102,FUR-TA-10004086,BD-11605,12-04-2019,Standard Class,35 mins,4,343.92,75.6624,COD,3.8
406,CA-2019-112102,OFF-PA-10000100,BD-11605,12-04-2019,Standard Class,20 mins,1,40.99,20.0851,COD,4.2
407,CA-2019-112102,OFF-EN-10002500,BD-11605,12-04-2019,Standard Class,45 mins,5,63.9,28.755,COD,
408,CA-2019-142398,FUR-CH-10001545,BP-11290,12-04-2019,Standard Class,30 mins,7,638.288,-31.9144,Online,4.1
409,CA-2019-142398,OFF-BI-10004826,BP-11290,12-04-2019,Standard Class,20 mins,1,13.208,4.6228,COD,3.8
410,CA-2019-163594,OFF-PA-10000809,JF-15295,12-04-2019,First Class,25 mins,3,19.44,9.3312,Online,
411,CA-2019-163594,FUR-CH-10000225,JF-15295,12-04-2019,First Class,35 mins,3,194.352,-36.441,COD,3.8
412,CA-2019-163594,OFF-BI-10003707,JF-15295,12-04-2019,First Class,45 mins,3,36.624,13.734,COD,4.1
413,CA-2019-124254,OFF-ST-10001469,TB-21175,12-04-2019,Standard Class,30 mins,3,129.552,-22.6716,Online,4.3
414,CA-2019-124254,OFF-ST-10000060,TB-21175,12-04-2019,Standard Class,40 mins,1,51.984,-5.1984,COD,3.5
415,CA-2019-124254,OFF-PA-10000807,TB-21175,12-04-2019,Standard Class,55 mins,3,10.272,3.4668,COD,
416,CA-2019-152800,OFF-EN-10001509,SP-20920,13-04-2019,First Class,25 mins,3,6.12,2.8764,COD,3.6
417,CA-2019-148796,FUR-CH-10004886,PB-19150,14-04-2019,Standard Class,50 mins,5,383.8,38.38,Online,4.2
418,CA-2019-112669,FUR-CH-10004086,KT-16465,14-04-2019,Same Day,60 mins,4,933.536,105.0228,COD,
419,CA-2019-112669,OFF-ST-10001228,KT-16465,14-04-2019,Same Day,35 mins,4,42.976,4.2976,COD,
420,CA-2019-164735,OFF-ST-10001558,TB-21400,14-04-2019,Second Class,45 mins,5,81.2,12.18,COD,2
421,CA-2019-166625,OFF-BI-10002414,JM-15580,14-04-2019,First Class,50 mins,2,25.06,11.7782,COD,4.1
422,US-2019-123750,OFF-BI-10004584,RB-19795,15-04-2019,Standard Class,40 mins,2,189.588,-145.3508,COD,3
423,US-2019-123750,TEC-AC-10004659,RB-19795,15-04-2019,Standard Class,30 mins,7,408.744,76.6395,COD,3.7
424,US-2019-123750,TEC-AC-10004659,RB-19795,15-04-2019,Standard Class,60 mins,5,291.96,54.7425,COD,
425,US-2019-123750,OFF-ST-10000617,RB-19795,15-04-2019,Standard Class,45 mins,2,4.768,-0.7748,COD,
426,CA-2019-136406,FUR-CH-10002024,BD-11320,15-04-2019,Second Class,55 mins,2,1121.568,0,Online,3.8
427,US-2019-132423,OFF-AR-10001221,MY-18295,15-04-2019,Standard Class,30 mins,7,33.488,5.8604,COD,4.1
428,US-2019-132423,OFF-FA-10002988,MY-18295,15-04-2019,Standard Class,40 mins,5,8.04,2.9145,COD,
429,CA-2019-117849,OFF-PA-10004327,JK-16120,15-04-2019,Second Class,50 mins,3,143.7,68.976,COD,3.9
430,US-2019-164588,OFF-AR-10003056,AP-10915,16-04-2019,Standard Class,35 mins,3,12.84,3.7236,COD,4.2
431,US-2019-107440,TEC-MA-10001047,BS-11365,16-04-2019,Standard Class,30 mins,7,9099.93,2365.9818,COD,3.8
432,US-2019-107440,FUR-FU-10000550,BS-11365,16-04-2019,Standard Class,60 mins,2,9.96,3.2868,COD,4.4
433,US-2019-107440,OFF-BI-10002432,BS-11365,16-04-2019,Standard Class,40 mins,5,25.3,11.891,COD,4.3
434,CA-2019-105473,OFF-SU-10003567,BM-11785,16-04-2019,Second Class,45 mins,3,28.8,0.864,COD,3.1
435,CA-2019-166282,TEC-AC-10004209,PK-19075,16-04-2019,Standard Class,50 mins,4,35.168,8.3524,Online,
436,CA-2019-166282,OFF-PA-10003022,PK-19075,16-04-2019,Standard Class,35 mins,7,123.088,40.0036,COD,1
437,CA-2019-149111,TEC-PH-10003092,BF-11170,17-04-2019,Second Class,55 mins,1,36.792,4.1391,Online,3.9
438,CA-2019-149111,FUR-FU-10000206,BF-11170,17-04-2019,Second Class,45 mins,8,18.624,6.2856,COD,4.1
439,US-2019-133508,OFF-FA-10000134,SW-20350,17-04-2019,Standard Class,50 mins,5,29.05,9.0055,Online,4.2
440,CA-2019-108735,FUR-BO-10003441,JM-15535,17-04-2019,Standard Class,60 mins,3,257.499,24.2352,COD,4
441,US-2019-159415,FUR-FU-10003798,CS-12175,17-04-2019,Standard Class,30 mins,5,79.12,13.846,COD,2.8
442,CA-2019-155551,OFF-ST-10003656,CR-12580,18-04-2019,Standard Class,40 mins,3,230.376,-48.9549,Online,4.2
